Packet_Size,Connection_Duration,Failed_Logins,CPU_Usage,Memory_Usage,File_Size,Outgoing_Traffic,Incoming_Traffic,URL_Length,Email_Content_Length,label
964,11.566601420362712,7,39.56468211967125,54.147282741308715,707,671.515243696386,697.2060938662944,151,265,1
1089,20.48679538262298,9,53.73348248430777,46.5239315179936,434,149.68566710063826,580.8322592519212,12,264,1
727,31.11317055957369,3,22.16091882391509,40.84366768920565,634,767.0828872292906,875.2775627958907,54,52,0
637,43.16706925139071,9,18.313537157176984,34.38938432523665,387,944.387397726323,30.80867409810606,46,380,1
392,23.231827038678535,6,0.7591416173914123,15.096499313029488,161,366.51435368567644,327.19774085555883,113,407,1
1249,47.214580994406816,6,99.61468309333384,60.98116579787016,173,857.5587063627029,323.63766833912166,100,71,1
319,47.76309397933895,1,15.567612554197542,95.06819368070825,111,468.6805187128248,562.5968862453229,26,61,0
1392,34.683516171376546,9,42.013455418310045,13.7951010468357,209,201.45495267902936,522.1616962187704,191,331,1
405,14.47154388974804,2,92.60074176032506,42.19693806087417,680,564.2499547629907,708.3781557708652,31,300,1
1490,14.887612452003097,2,49.854487833129326,86.79111317392612,334,61.30382173446402,389.4349664784539,31,380,0
184,47.73920635823946,5,9.949941425661567,95.28876128848597,458,702.728783061762,339.7818564453181,175,288,1
746,38.84876439411885,7,1.009040502188152,87.63060296667939,154,329.7530922877655,300.180737618987,77,248,1
1488,7.092635523627856,4,98.40181501963605,63.15369097426604,932,212.71329495179637,522.1292935847855,72,160,1
194,10.526012209790165,0,15.545229215645728,51.746555365372636,667,612.109409406337,311.57626725800134,86,134,0
1432,7.4819237107061936,0,40.21504761949287,88.83346267787601,724,876.954288982957,496.01454525545796,31,436,1
534,41.46670023010142,1,3.291858676395376,68.61915004846021,920,572.2105936046746,895.3816220347311,179,289,1
1308,41.34833736963289,1,34.59724878070259,99.07324363757766,532,521.5544524029898,296.0569114315217,98,188,0
1221,45.18882590076351,4,91.76331909217102,98.54047834806315,830,83.42434221115357,794.8395747721578,168,144,1
1327,48.90482784363512,4,99.83031557339584,72.64655537935313,203,480.559354300756,145.00407634175662,82,68,1
568,53.617392472990154,7,79.46621542939619,10.327616553190033,351,853.7630041248534,78.76090363563925,128,155,1
273,5.6775367932403125,4,6.466554385057066,26.411039017907576,134,534.8280782401147,99.05563089697067,31,376,0
165,38.05379740960269,3,12.323466800980398,20.907128530034914,192,320.98147359247844,349.1337429383694,142,131,0
1428,46.42844347418946,4,45.185866513424045,78.32641987897759,137,266.341112802403,779.3928506817099,159,245,1
774,38.78638916560192,6,33.02152251600275,0.3362378322936621,492,624.4865561076207,14.468536073144689,65,258,1
1142,21.627249529655607,2,69.40199458245654,50.77309640122382,861,201.31445093163535,597.0615044596519,52,400,0
538,58.85352539658269,3,48.13558321078523,74.28166905773317,997,935.14670625037,556.4823060900632,111,142,1
370,38.26111834189346,9,68.44326895815988,15.509427086070948,82,109.51749194235916,646.8574698844601,140,296,1
504,20.990585462945635,7,23.08177851877816,24.97690128593153,793,405.51349722428165,318.2740254363494,175,492,1
849,50.92132842128366,5,55.500908647485126,5.862955909861545,145,762.267022537447,51.61218307070647,183,165,1
163,46.05301829723536,0,39.31770315876004,10.69999714835993,556,343.72472382816045,294.02912260737315,195,381,1
162,24.74196929865939,1,92.31760284563299,33.35995808422773,956,334.1577258471312,414.9537316721186,177,468,1
1048,32.55316851059035,2,52.2095236914789,80.55842491436275,575,377.93410634505307,226.48364948389687,73,323,0
917,2.671909572619694,1,71.86953871475389,85.48777168075819,938,88.23330205710644,254.7035823500513,92,65,0
608,54.820285970110014,3,2.5025101563866614,31.517869551588895,578,793.36001223668,255.9040428296555,162,90,1
739,8.724943875479871,9,58.40386578266218,43.24833881994421,117,705.5997631197547,384.35033434414936,20,363,1
549,30.71944664080742,8,39.83776756594306,42.310548127632984,651,745.9176109628996,367.39022683161835,147,305,1
1029,18.38738082324615,1,90.37249203738075,54.56411265935651,611,154.37349124073873,325.50988522049016,24,139,1
880,7.312484409302776,3,14.715770096372339,53.90082375602997,623,943.6600258034738,605.6781505122755,12,135,1
491,15.820328271663566,3,80.92458367534826,6.340198993980639,154,265.6386663803172,814.5615561026164,68,388,1
63,39.13803513845725,8,10.34351666487623,99.92994759634985,869,491.0336198668015,535.4926437862661,62,240,1
751,3.9267485926194823,5,47.35396468988905,69.42649300626135,921,749.7242022136002,183.32852178488278,118,439,1
1228,15.113454194018907,4,35.07532147493549,69.1479182241579,627,936.9689504338609,788.6989895534721,66,426,1
1254,11.55162304196016,6,72.25540966161562,86.7283885889112,733,901.0352503184776,872.3685277518516,38,235,1
1202,7.891442356303168,1,29.46182996849034,29.19760086655644,568,287.399273319458,577.7863032306767,128,455,1
955,2.6632890863861074,6,49.37694913726616,78.25056359493593,728,219.6379914349047,308.7675286443565,51,85,1
1210,37.91523282341981,0,5.598028486168638,40.54714728869787,949,949.8949800186242,584.1741841817242,157,102,1
759,10.604668363167532,5,71.18820852292892,24.29096718216498,728,257.2925675830445,256.3853132914532,112,350,0
740,51.90347587009431,6,93.21300733011637,1.0722802894385097,603,978.6282562320587,458.9396609351806,149,320,1
778,40.77702998094722,7,36.122273523428625,55.767190470256665,736,448.06940304534635,794.2579282362498,103,256,1
142,59.16564798424531,7,39.67419712627397,64.42728659696768,607,680.1979008565307,456.2107542826056,109,85,1
1166,39.398849078870356,1,68.26985047758369,31.07566082035578,368,128.7787554774632,756.9304331822478,117,286,0
856,17.01150230969549,0,85.37631020019776,52.02555846134271,112,300.3446282516115,366.1279966695881,80,483,1
1434,48.500509231172046,6,64.27419004014251,45.36698469670974,737,694.7891023676675,919.5792763590426,90,266,1
1170,12.027530490556972,3,72.44604232514118,65.21083405159366,8,499.0393035948636,386.6622530218414,82,489,1
50,56.76222447594833,1,23.40624925720749,62.56732123887586,342,174.23344088441794,105.63917842782166,183,412,1
993,33.60952951268687,8,61.1434236739474,51.49386795873099,825,566.2120449106034,584.4868253845268,60,220,1
713,48.33414813170119,1,21.668424398900264,56.69299521796846,925,916.4517718178639,391.69312999123684,92,452,1
988,57.47095511984797,3,64.65972838024705,38.88365170474,947,911.235363258148,464.0899308913634,151,312,1
99,36.858003355862046,8,82.66863036714514,90.46734375317367,121,490.9215784782912,814.2090066754112,194,51,1
720,6.759506871573788,7,62.205950928210804,13.779977204399074,930,374.05349452253665,408.0034253296986,126,180,1
994,7.785645272857772,0,69.37260614624422,45.31254069036049,124,459.2924535341931,38.903467763097495,66,348,0
1146,32.03954678184098,0,5.205239836730713,37.18493027039589,399,237.71802602079228,100.202534837314,192,64,1
1288,29.782224794096738,3,67.98728739471748,49.41004157584394,809,582.4561304695721,397.27065184198926,32,483,1
214,2.9167092047197327,1,72.47094874643776,84.5386947592462,798,385.4459509165964,203.92255304613082,158,156,1
1386,30.39316865126477,2,23.143663046342468,92.03335616722674,611,730.7469168474951,783.8152446302377,137,489,1
1085,31.0376897260638,2,97.53984776052259,58.44414641406359,454,791.3405032135344,700.6408005761928,47,115,1
613,14.831110400679366,6,21.042048374151822,11.890301767799338,874,410.44189033911624,959.6772340692559,145,219,1
634,21.796381769657717,8,61.78591540622559,48.34690643233511,343,503.1983276849831,198.93012212503268,158,279,1
711,40.9452310780386,6,0.364670278467627,47.816536327669155,160,374.7217101923378,290.7896424758274,35,460,1
175,11.93133416967886,3,8.380843348716427,5.8396224059153905,181,405.68190050213025,820.3261953537418,193,81,1
412,57.72358055888092,2,28.490862304176513,99.7701541808524,492,677.1159717815929,321.1747805452563,130,222,0
1244,37.07635306231399,1,59.1528797355373,28.195832714264547,433,777.8299791402038,488.10559186882386,43,213,0
752,56.800813337534485,0,74.63726747923538,94.83844262726167,596,313.21694315669066,805.9561278280402,67,161,0
138,47.21984597975447,0,42.200525084572305,23.64839859227542,597,399.37025435135854,29.834514147479062,80,238,0
1193,56.02143581365169,0,27.998754945409733,29.630204511928405,546,804.6117010253408,842.2535284364757,164,293,1
926,4.123220198560277,1,24.37171321675262,3.4285135593203786,25,406.0618750524041,840.0990156676927,122,129,0
1108,54.79729560282737,3,77.1313633225014,8.27475038898714,482,935.7255483787986,617.808462821108,112,331,1
124,22.368714564854944,5,48.442547083439905,94.47301283260302,928,498.74127956330483,337.72373298551963,11,80,0
1137,10.980551736702791,1,15.034587473176654,19.96480191813341,124,337.8406190748476,942.0252769090984,33,246,0
1302,36.79625591623023,5,45.781365008462494,1.4307489794234685,214,822.848905522444,951.7881064701505,108,407,1
1175,12.272666221435133,3,79.46267910267815,49.743665352301626,27,105.54913671295041,731.9816092736072,113,199,0
1007,15.191363525628775,6,63.73048264283244,99.07621555393796,796,653.6294323173154,715.9380248840444,141,223,1
50,10.404298201512729,8,25.804389403671546,58.88779971403043,288,339.3577436718458,100.9515181277556,110,128,1
615,41.74674178279915,5,4.761237842748811,86.14781446346062,3,801.8524083906036,751.1473516928845,50,101,1
1164,23.60046957883921,5,54.80330722215929,19.10524864594867,430,174.6388647374615,566.6000800378799,16,425,1
303,50.61361391377152,4,42.696619928121926,84.87369925931739,868,694.294278142946,429.46582656620325,178,198,1
1172,17.627675194432847,0,89.32065885508419,41.64904123690699,965,230.53879217091333,395.25400848455547,12,125,1
991,18.60858900771787,8,91.51937114245665,52.19158706823186,432,48.92154797499948,439.2517282053978,59,258,1
1221,34.16654047582752,0,56.51975211777511,53.60249609770508,836,543.9696357977056,607.4335589700354,25,390,0
627,10.225366357047628,0,8.051655859151186,33.94422057373845,794,288.648486009936,66.9642352899088,171,163,1
570,59.973904491775876,5,74.6419232844105,82.26534590503691,570,797.4269303831826,773.1789782586551,162,336,1
1191,34.58458251339543,5,0.33788468084122725,6.297790798663305,269,894.9663786438647,213.10087215844143,43,425,1
313,34.74195382507827,8,15.854153559161045,53.523933691473346,894,579.6042878298953,932.716764008584,133,404,1
1230,33.088797348505935,1,51.70483546901332,67.83262046312632,122,501.4373602112323,733.0382136438539,145,271,0
1278,27.922692412506777,4,77.85142948525574,2.164068997458468,459,796.0856962695749,311.9303684876921,22,92,0
666,14.350073370187985,3,67.44410713668685,90.12087358416125,317,704.0830359006297,444.3015359750696,196,228,1
858,44.635289456082816,6,76.93791464631727,45.70252804809394,375,845.7068636520463,669.6973872917326,190,492,1
96,42.402558158758175,4,42.69020873228372,36.80697052172987,525,695.5162563474939,180.39090182948482,174,219,1
153,29.870042101032162,0,92.76142351480566,66.23155244421267,889,415.9219380294299,829.5781928970479,19,286,1
527,34.599460900058915,8,43.1767538198558,71.77278672546026,886,974.3998321591455,485.54059986698263,122,345,1
1308,30.886449994604284,3,52.38556070428226,6.452241109764478,56,664.9252506464093,319.38248656247583,98,488,1
1324,43.79425705341681,2,53.33268427529364,6.929264946664215,549,909.1742987396809,485.8497309165374,88,298,1
855,44.77668604132517,5,84.79241622784109,55.08163254507053,898,854.5323695857865,786.0862291834499,118,400,1
846,9.574274852809742,8,81.24024840313153,33.39535232893899,467,547.5380670492332,706.192348298155,101,379,1
210,55.32548012852845,9,71.98303117499538,87.33413076045997,15,152.5947382150923,660.4121669886114,185,450,1
206,35.73980593921717,3,43.19875924251573,67.44612834443735,473,933.4365905329528,961.2960289846599,76,190,1
851,49.48628609599782,2,66.15820213755933,15.097568151388074,607,246.53919787694167,149.34906548990156,64,423,1
647,38.71651010770041,5,29.087973224421937,92.02859446364178,279,587.7688676632959,334.48309081347105,155,73,1
726,52.63288349864798,4,83.53623541788924,87.03275937046921,320,124.33657343946524,66.28357208945268,116,495,1
815,43.68853982653423,4,60.36019202212376,36.87502145056203,566,327.1769425285439,351.6885028654496,197,379,1
74,23.835950704158332,7,29.708865318724076,11.58520383013676,681,424.4755610707073,752.3296193872542,145,241,1
1006,54.65717617816124,0,80.25483033945797,20.870041614180934,603,86.37437952279447,315.08645426876933,63,400,1
1493,59.50583623471246,1,67.67366986798866,43.70240760986729,799,724.3274008140213,704.803651234076,51,403,1
505,27.365577516825898,1,53.73838424393681,27.05348441339891,568,504.21986609940274,780.9821368740725,186,173,1
174,33.25028144015659,1,66.75482723343372,92.64138785836977,850,115.89971924275378,574.3838749754548,187,491,1
650,38.78851429539052,0,71.96895960453546,12.324627225029062,570,735.5533222833047,496.6542322198928,72,330,0
1080,24.761629600063014,0,78.45101356775531,15.716282299174999,227,408.28611983762397,843.069272725063,40,378,0
996,34.15074041824928,1,76.14475821271212,27.499112978991892,122,993.1570382255354,295.3422022689067,163,86,1
162,40.46371533140044,9,83.42555035851719,29.290567548335954,65,398.65909206760887,616.4496471503238,41,186,1
1061,31.585577971350844,3,93.1922435685587,47.31650482340716,899,997.4263795859779,283.1581629058576,114,305,1
1304,47.54592381498615,5,8.372413310890991,32.64943276632516,911,195.45800429559267,160.36369550931738,117,174,0
1430,39.3857848718741,6,33.58543158608322,31.553927072985466,572,398.7653868298564,482.5339895444567,124,446,1
819,35.562695258699414,8,6.931626137131685,78.47732031423843,27,366.1496372105707,285.6751882586868,41,334,1
260,20.66126269249293,3,47.99564934633127,24.706664542420885,115,885.1102891081148,865.219173522062,190,100,1
560,22.322822964963994,3,10.97238012471201,58.128273196105965,898,560.9075280703711,939.3103630055759,79,68,0
279,39.59991101677375,7,70.68443574290984,51.200085661415976,205,887.973942963376,329.80374337602103,90,473,1
834,51.687593701168076,4,51.47673740754429,93.43300082169445,190,286.9249419378158,274.61433481563313,102,432,1
865,44.57421715042084,0,45.89165242987353,81.23688028737807,367,450.8836964276144,418.2049416151173,117,134,0
1315,13.321025194180809,1,17.24518398764654,62.911314348043035,85,928.8459758762544,957.8529277568275,172,205,1
66,36.90572399726448,9,52.73935140878472,1.517298417183477,192,251.77593222717,83.54578721620464,154,352,1
1436,57.98045618917294,8,71.53532125002056,36.570053019507355,345,332.5283597545707,246.16246003206697,107,436,1
503,46.37460685642373,4,1.5414958448407678,23.325764145399795,19,658.3008784044032,114.33084882943479,175,497,1
751,41.953767584597976,5,91.10851315740486,84.79505747274158,523,786.0148088684331,540.2550585739498,119,166,1
72,52.14246765562086,1,82.99180309869587,53.5518364460717,777,755.339978355474,643.8456761362233,36,490,1
923,37.555372976798125,0,80.80147490627834,52.574791409526064,434,321.65173830291207,335.4967203309284,109,333,1
1208,58.29790353472886,0,91.88520512589096,5.365216400969075,486,653.4725229595612,835.8608111858811,80,169,1
706,48.24826789172526,6,68.62332800964477,49.34417005625659,23,644.7607152270879,954.0675511821481,116,490,1
1434,8.407437604010148,4,7.268391100262306,22.540211476880025,867,935.9337712453274,466.7058849215976,66,356,1
1211,42.46912019895598,9,24.366101254184493,61.06420666317776,853,129.52612675421705,548.316333093023,92,437,1
1251,49.45375911902255,4,87.64856130873655,11.48830910787889,524,947.36782551085,694.2038890626517,105,436,1
1474,34.66921015986655,3,7.741167422529305,58.698548300678944,316,540.3132677076319,953.6991970119053,88,321,0
513,54.00480152845806,6,35.916393863395314,81.61255736539539,704,423.1503154649103,296.7478331065194,189,475,1
282,48.85516941201377,8,67.96758674906395,68.9688680662291,31,308.7757763619975,967.8378051021137,64,406,1
1479,4.229953953316112,7,25.05014246959396,13.678334392051939,968,133.9366988727243,552.7022222541367,35,359,1
1085,40.86411123021731,6,4.6635900461590385,19.253481772377334,578,865.7076055250358,178.2187658886043,80,416,1
990,46.89665499816367,4,69.13864452150186,91.15490483051731,521,773.8007982887882,943.4627330404629,198,189,1
620,21.66606986949033,4,6.577670341114461,53.81056585592319,484,9.577296130122148,670.7188035143901,147,137,0
1113,12.581363836352955,9,33.26545009050512,8.823432528563446,233,617.0541946217926,382.1164941872488,108,442,1
1143,41.24930966605083,4,38.73334208566924,17.872012920589754,535,331.251246991996,729.8283128952299,195,398,1
918,20.62872060186753,6,60.612438888297774,73.1324176674438,35,404.8656242175994,872.3048135263272,169,434,1
729,53.49155734172823,6,18.194140174843366,35.52166141315596,931,130.08157189181756,693.413602661093,197,434,1
763,23.545286173138418,1,30.968056435145584,27.474503244002292,8,272.7864706808315,21.688856876289297,47,187,0
1383,14.238595808187934,4,87.48819674421442,3.9054618412556086,407,854.8111563172811,88.52054971414103,181,359,1
100,6.758992248430505,5,89.45212435499349,82.4475046244502,635,405.91434312742126,549.0421808222619,24,434,1
1290,58.06900023184756,6,7.976342545107107,42.92949178610132,810,645.6397197629782,814.3831076479375,119,126,1
436,19.670970721590553,5,2.213327555811806,96.38089696209995,312,234.93677694891534,525.8232395978425,38,234,0
1004,49.19580116773319,6,56.56334514375047,10.73452911679098,964,353.52880688780397,733.5492939723779,109,62,1
948,55.366006436775294,7,7.8946964836622,81.74314092138697,475,742.4142652825936,169.2891290032751,199,235,1
59,41.87527071916462,5,0.5933496746056477,0.9923207163087922,761,675.7708521739515,73.92557655808463,116,98,0
1243,58.993865893727346,4,6.1146181047686206,98.53851402679057,404,541.709024873919,303.53620984206884,92,499,1
854,34.30057867900511,0,35.07023274307274,58.547002902288924,755,269.5064583864828,416.98002358955597,172,130,1
312,11.26385864829698,2,59.00933994880078,54.10709207986163,237,33.24032498661011,928.959149301185,141,464,1
298,14.978515639906686,6,7.7665861778353555,21.72787787671364,910,517.5724179791963,361.69231789871384,101,59,1
753,30.717813913009234,4,5.337549417726084,59.85130794667752,342,802.0327310663683,387.4800055228432,78,452,1
1440,2.4540198735430376,7,40.709195615801974,49.553901285420125,891,404.47969530795467,800.4935465951273,80,400,1
872,54.35035419304634,1,23.714807323650223,79.67728605698454,231,61.44791604425892,353.9631310924124,152,427,1
1415,59.73856512895058,6,5.127033246315326,43.96615323705906,723,138.9582643835182,244.6061981423989,135,122,1
830,41.30374285765975,3,65.68932346546846,98.3280602575174,925,465.31547448510094,194.4486967235003,112,106,0
936,16.171988715436655,9,1.7388742925433909,89.69631217106169,212,884.5020812264927,853.8913752833586,154,400,1
1245,15.917406640727066,8,51.66544007286027,21.20433621929596,738,919.7464335671062,133.92435120159607,198,338,1
671,15.492262868880058,1,46.88929855087839,48.598849456590585,980,593.8812372144722,604.390512210911,130,406,1
